0	0	1
1	1	2
2	3	1
3	4	3
4	4	5
5	5	6
6	6	7
7	7	8
8	8	9
9	9	2
10	10	11
11	11	4
12	11	9
13	2	12
14	12	13
15	13	14
16	14	15
17	15	16
18	16	17
19	17	18
20	18	19
21	19	20
22	17	21
23	21	22
24	22	23
25	23	24
26	24	25
27	22	26
28	26	27
29	27	28
30	28	29
31	29	30
32	30	31
33	31	32
34	32	33
35	33	34
36	34	35
37	35	36
38	36	37
39	26	38
40	38	28
41	22	39
42	39	38
43	21	32
44	31	40
45	40	41
46	41	42
47	43	39
48	43	44
49	13	45
50	45	46
51	45	47
52	16	47
53	47	48
54	48	49
55	49	50
56	50	43
57	50	25
58	25	52
59	52	53
60	25	54
61	43	54
62	54	55
63	55	56
64	56	57
65	52	55
66	53	56
67	57	58
68	58	42
69	42	44
70	44	34
71	12	59
72	59	60
73	60	61
74	61	62
75	59	63
76	63	62
77	63	64
78	64	65
79	65	66
80	66	67
81	67	68
82	68	69
83	69	70
84	70	71
85	71	72
86	73	74
87	64	75
88	75	76
89	75	77
90	77	78
91	68	78
92	78	79
93	80	81
94	81	82
95	82	83
96	83	69
97	84	83
98	85	84
99	86	85
100	79	87
101	87	88
102	88	72
103	72	89
104	89	35
105	89	73
106	87	90
107	87	91
108	86	93
109	93	94
110	94	95
111	95	70
112	92	84
113	91	83
114	96	95
115	97	96
116	98	97
117	98	99
118	88	98
119	62	77
120	51	49
121	51	100
122	101	48
123	101	102
124	79	80
125	80	103
126	91	92
127	92	86
128	20	101
129	101	51
