1	1	2
2	2	3
3	3	4
4	4	5
5	5	6
6	6	7
7	7	8
8	8	9
9	9	10
10	10	11
11	11	12
12	12	13
13	14	15
14	15	16
15	16	17
16	17	18
17	18	19
18	19	20
19	20	21
20	21	22
21	4	23
22	23	24
23	24	25
24	25	26
25	26	27
26	28	29
27	25	28
28	23	26
29	5	30
30	30	31
31	31	32
32	32	33
33	34	35
34	35	36
35	36	37
36	37	38
37	38	39
38	39	33
39	33	40
40	40	41
41	41	42
42	42	43
43	43	29
44	29	27
45	44	45
46	45	46
47	46	47
48	47	48
49	48	49
50	50	47
51	27	45
52	3	51
53	51	44
54	3	44
55	15	52
56	52	53
57	53	54
58	54	16
59	53	55
60	55	49
61	49	56
62	6	57
63	57	58
64	58	59
65	59	60
66	60	39
67	7	61
68	61	62
69	62	63
70	63	20
71	62	8
72	9	37
73	19	64
74	64	65
75	65	66
76	66	67
77	67	68
78	68	69
79	69	70
80	18	70
81	66	69
82	70	71
83	71	38
84	72	36
85	73	74
86	74	75
87	75	76
88	76	77
89	77	78
90	78	79
91	79	72
92	10	80
93	80	81
94	81	82
95	82	83
96	83	84
97	84	85
98	85	86
99	86	87
100	80	79
101	88	89
102	89	77
103	21	90
104	90	91
105	91	88
106	88	92
107	92	93
108	93	94
109	93	83
110	83	76
111	22	95
112	95	96
113	96	97
114	97	98
115	95	99
116	99	100
117	100	101
118	102	34
119	103	35
120	104	105
121	104	106
122	105	107
123	107	106
124	106	108
125	101	102
126	108	103
127	103	34
128	109	104
129	110	109
130	101	104
131	102	108
132	111	110
133	112	113
134	113	111
135	114	115
136	115	116
137	116	117
138	117	118
139	118	119
140	98	114
141	98	120
142	120	121
143	120	117
144	121	122
145	122	123
146	123	110
147	119	124
148	124	121
149	118	125
150	125	126
151	126	121
152	125	127
153	127	128
154	128	129
155	129	130
156	130	131
157	131	132
158	132	133
159	133	119
160	131	134
161	134	133
162	115	112
163	112	135
164	135	136
165	136	137
166	135	138
167	138	136
168	137	139
169	139	113
170	13	140
171	140	116
172	141	142
173	142	123
174	143	142
175	97	143
176	11	96
177	12	141
178	81	78
179	92	82
180	84	75
181	94	86
182	85	144
183	144	145
184	145	74
185	87	73
186	146	147
187	147	148
188	148	149
189	150	151
190	152	150
191	153	152
192	154	155
193	155	156
194	156	157
195	157	158
196	158	151
197	151	159
198	160	161
199	161	162
200	149	163
201	163	152
202	164	165
203	166	167
204	168	169
205	169	170
206	170	171
207	171	172
208	172	173
209	173	174
210	174	164
211	167	168
212	156	175
213	175	176
214	176	177
215	177	178
216	178	159
217	159	164
218	165	179
219	180	181
220	182	183
221	184	185
222	185	186
223	186	187
224	187	188
225	188	189
226	189	190
227	190	191
228	191	192
229	192	193
230	193	194
231	194	195
232	195	196
233	197	198
234	198	199
235	198	200
236	200	201
237	201	199
238	199	202
239	165	203
240	181	204
241	179	180
242	205	182
243	206	207
244	208	209
245	209	210
246	210	211
247	211	212
248	212	213
249	213	214
250	214	215
251	215	216
252	216	217
253	217	218
254	218	219
255	219	220
256	220	221
257	221	222
258	222	223
259	210	224
260	224	225
261	225	226
262	226	227
263	227	228
264	228	229
265	229	230
266	230	231
267	232	233
268	234	235
269	235	236
270	236	237
271	237	238
272	238	239
273	239	240
274	241	242
275	242	243
276	243	244
277	244	245
278	246	247
279	247	248
280	248	249
281	250	251
282	251	252
283	252	253
284	253	254
285	254	255
286	255	256
287	256	257
288	257	258
289	258	259
290	259	260
291	260	261
292	261	262
293	262	263
294	263	264
295	264	265
296	266	267
297	267	268
298	268	269
299	269	270
300	271	272
301	272	273
302	273	274
303	274	275
304	275	276
305	276	277
306	278	279
307	249	250
308	246	280
309	280	281
310	281	282
311	282	249
312	283	284
313	285	283
314	286	285
315	287	286
316	288	287
317	289	290
318	291	283
319	292	291
320	265	293
321	293	294
322	294	295
323	295	296
324	296	297
325	297	277
326	277	298
327	298	278
328	265	299
329	299	300
330	300	301
331	301	302
332	302	303
333	303	304
334	304	305
335	305	306
336	306	307
337	307	270
338	270	271
339	299	266
340	308	309
341	310	311
342	311	240
343	240	241
344	312	313
345	313	240
346	312	234
347	290	314
348	309	314
349	314	239
350	309	289
351	284	315
352	315	316
353	316	317
354	317	280
355	315	318
356	318	319
357	319	317
358	320	233
359	233	312
360	238	321
361	322	323
362	323	324
363	324	245
364	245	246
365	242	325
366	325	284
367	320	326
368	326	327
369	327	328
370	199	329
371	196	330
372	330	197
373	202	331
374	331	332
375	333	334
376	335	336
377	336	337
378	337	338
379	339	340
380	340	209
381	334	335
382	341	208
383	204	205
384	342	343
385	344	342
386	345	346
387	347	348
388	348	349
389	349	350
390	351	352
391	352	353
392	353	354
393	354	355
394	355	356
395	356	206
396	350	351
397	207	344
398	162	357
399	162	343
400	357	341
401	343	357
402	332	333
403	358	359
404	360	361
405	359	360
406	346	347
407	203	362
408	362	363
409	203	160
410	364	365
411	365	166
412	166	366
413	366	153
414	153	367
415	182	368
416	368	183
417	369	339
418	338	369
419	370	371
420	371	372
421	372	373
422	373	374
423	374	375
424	375	376
425	321	322
426	235	321
427	377	378
428	379	370
429	379	377
430	380	381
431	381	382
432	382	383
433	383	384
434	385	380
435	385	381
436	386	387
437	387	388
438	388	389
439	389	385
440	390	391
441	392	195
442	393	394
443	395	396
444	396	394
445	395	393
446	397	393
447	398	397
448	399	400
449	400	398
450	401	402
451	402	403
452	403	399
453	401	399
454	404	405
455	405	406
456	406	407
457	405	400
458	404	401
459	390	408
460	408	398
461	409	410
462	411	409
463	411	412
464	412	413
465	413	414
466	414	409
467	415	416
468	417	418
469	418	419
470	419	420
471	420	421
472	421	1
473	422	423
474	423	424
475	417	425
476	425	422
477	378	417
478	416	426
479	426	427
480	427	428
481	428	429
482	429	378
483	424	430
484	430	14
485	424	431
486	431	432
487	432	2
488	376	415
489	410	433
490	391	434
491	407	386
492	386	380
493	384	435
494	435	436
495	436	335
496	410	437
497	437	438
498	438	404
499	433	190
500	188	433
501	394	384
502	407	439
503	439	440
504	440	441
505	441	442
506	442	443
507	443	444
508	444	434
509	434	445
510	445	446
511	446	395
512	392	390
513	447	392
514	448	449
515	448	447
516	449	370
517	450	451
518	451	452
519	452	449
520	376	411
521	374	415
522	187	453
523	453	454
524	454	448
525	455	377
526	338	456
527	456	457
528	457	369
529	458	202
530	459	450
531	460	461
532	461	379
533	459	460
534	462	463
535	464	465
536	465	466
537	466	467
538	467	468
539	468	469
540	469	470
541	470	471
542	471	460
543	464	472
544	472	473
545	473	469
546	462	464
547	474	475
548	463	476
549	476	475
550	463	477
551	477	474
552	478	474
553	475	471
554	478	479
555	479	462
556	147	364
557	480	478
558	480	346
559	345	480
560	481	482
561	483	484
562	481	485
563	485	486
564	486	483
565	487	488
566	488	489
567	489	490
568	361	487
569	482	483
570	491	481
571	484	492
572	358	459
573	492	493
574	493	494
575	176	495
576	495	496
577	496	497
578	497	498
579	498	499
580	499	493
581	494	500
582	500	344
583	494	501
584	501	207
585	502	259
586	258	502
587	354	503
588	503	256
589	504	345
590	505	504
591	506	507
592	507	505
593	490	508
594	508	509
595	509	350
596	490	510
597	510	506
598	506	511
599	511	505
600	491	512
601	512	513
602	513	504
603	482	514
604	514	515
605	515	516
606	516	517
607	517	518
608	518	519
609	519	484
610	500	342
611	176	520
612	520	521
613	521	522
614	522	491
615	204	523
616	523	524
617	524	361
618	525	526
619	526	527
620	527	341
621	528	529
622	529	530
623	530	525
624	161	531
625	531	532
626	532	533
627	533	534
628	534	528
629	363	161
630	391	535
631	535	536
632	536	397
633	537	538
634	538	334
635	191	539
636	539	537
637	192	540
638	540	537
639	541	332
640	330	541
641	196	541
642	329	458
643	206	502
644	155	542
645	326	234
646	326	543
647	543	544
648	544	545
649	546	320
650	221	547
651	547	548
652	548	549
653	549	230
654	214	229
655	211	228
656	231	550
657	222	231
658	205	160
659	179	181
660	364	551
661	551	552
662	552	149
663	167	553
664	553	554
665	554	555
666	555	556
667	556	174
668	366	163
669	367	150
670	279	50
671	298	279
672	223	557
673	557	550
674	550	558
675	183	184
676	492	358
677	447	455
678	542	559
679	559	560
680	560	158
681	328	561
682	561	562
683	561	563
684	563	564
685	562	565
686	564	566
687	565	567
688	566	568
689	568	569
690	567	569
691	569	308
692	545	290
693	528	525
694	359	570
695	570	571
696	571	572
697	572	487
698	325	244
699	308	310
700	310	288
701	288	292
702	416	422
703	700	232
704	700	146
705	700	154
706	700	546
707	558	701
708	56	701
