1	99	141
2	99	100
3	98	185
4	97	98
5	97	30
6	96	97
7	95	94
8	95	91
9	94	93
10	93	92
11	92	98
12	91	93
13	90	91
14	9	170
15	89	175
16	88	89
17	88	117
18	87	172
19	87	88
20	86	126
21	85	96
22	85	86
23	84	75
24	83	4
25	82	130
26	81	82
27	8	170
28	78	54
29	77	45
30	77	166
31	76	152
32	75	95
33	75	83
34	73	106
35	72	73
36	71	72
37	70	71
38	7	13
39	7	171
40	69	70
41	68	17
42	68	69
43	67	15
44	66	90
45	65	66
46	64	65
47	63	64
48	62	63
49	61	69
50	61	62
51	60	87
52	60	81
53	6	84
54	6	90
55	59	113
56	59	60
57	58	112
58	58	59
59	57	58
60	54	111
61	54	57
62	53	74
63	52	53
64	51	52
65	50	51
66	5	6
67	49	50
68	48	49
69	47	48
70	46	47
71	45	46
72	44	177
73	43	44
74	42	43
75	42	136
76	41	42
77	40	41
78	4	68
79	4	61
80	39	40
81	38	39
82	38	49
83	37	142
84	36	101
85	35	36
86	34	132
87	34	99
88	33	105
89	32	33
90	31	32
91	30	31
92	3	83
93	28	142
94	26	28
95	25	24
96	25	155
97	24	163
98	23	147
99	23	102
100	22	100
101	22	23
102	21	22
103	21	99
104	20	21
105	20	38
106	2	3
107	2	129
108	19	105
109	19	20
110	186	9
111	185	7
112	185	186
113	184	11
114	184	8
115	183	45
116	182	179
117	182	183
118	180	183
119	18	19
120	179	180
121	178	179
122	177	178
123	175	131
124	173	94
125	173	172
126	172	96
127	172	92
128	171	184
129	171	17
130	170	18
131	17	18
132	167	180
133	166	165
134	165	167
135	163	143
136	163	162
137	162	161
138	162	77
139	161	159
140	161	156
141	16	53
142	159	157
143	157	156
144	156	104
145	155	26
146	155	37
147	153	76
148	152	102
149	151	153
150	151	152
151	15	16
152	147	151
153	146	48
154	145	146
155	144	145
156	143	144
157	142	104
158	141	182
159	141	46
160	140	167
161	14	15
162	139	140
163	138	44
164	138	139
165	137	43
166	137	138
167	136	137
168	135	41
169	135	136
170	134	135
171	134	40
172	133	39
173	133	134
174	132	133
175	131	67
176	131	52
177	130	87
178	13	14
179	129	173
180	129	130
181	126	89
182	125	89
183	12	8
184	12	13
185	118	125
186	117	85
187	117	126
188	116	125
189	116	88
190	115	116
191	115	118
192	114	115
193	114	118
194	113	114
195	112	113
196	111	112
197	111	57
198	11	9
199	11	12
200	106	66
201	105	34
202	105	50
203	104	143
204	103	25
205	103	37
206	103	104
207	102	24
208	101	144
209	101	102
210	101	103
211	100	48
212	100	35
213	1	2
