43	11	18

44	18	27

45	32	45

46	45	39

47	51	39

49	67	51

50	39	27

51	27	40

52	43	40

55	12	19

57	53	68

58	28	41

59	41	43

60	41	52

61	52	56

62	56	67

63	56	69

64	69	79

65	69	54

66	42	54

67	19	28

68	19	29

69	19	20

70	20	30

71	52	53

72	29	42

73	42	55

74	55	71

75	71	81

76	81	98

2	2	3

3	3	4

5	3	5

6	3	6

7	3	8

8	4	6

9	3	7

12	5	10

13	10	17

15	7	17

16	6	11

17	8	13

18	11	13

19	13	301

20	8	14

21	7	12

22	14	21

23	21	82

24	82	83

25	82	84

26	83	72

27	84	83

28	84	85

29	84	86

30	85	86

31	86	72

32	21	31

33	31	33

34	33	46

35	22	33

36	14	22

37	22	32

38	26	32

39	58	66

40	301	26

41	66	302

42	26	18

77	55	70

78	54	57

80	87	73

81	78	87

82	78	67

83	44	78

84	46	59

85	59	73

86	72	59

87	31	44

88	57	44

89	46	58

90	57	70

91	79	71

92	70	80

93	80	95

94	95	105

95	40	53

97	115	109

99	43	56

100	28	29

302	67	302

129	105	100

48	302	51

53	30	40

107	80	106

108	80	88

109	88	97

110	100	88

112	106	100

113	106	114

115	106	115

116	116	115

117	116	303

118	119	114

119	110	119

120	73	88

121	85	99

122	109	99

123	99	110

124	304	110

128	114	105

132	68	108

133	98	68

134	98	120

135	120	9

301	301	14

54	30	43

303	303	119

304	303	304

305	109	304

130	97	108

131	108	120

114	106	116

10	4	9

267	17	9
