1922.82	3998.65	-0.0829843
4422.82	4498.65	-0.110589
9122.82	4498.65	-0.0802813
9122.82	4898.65	-0.107513
10922.8	4738.65	-0.0765862
10922.8	4497.35	-0.060715
11422.8	4498.65	-0.0325611
11422.8	4768.65	-0.0511604
14122.8	4898.65	-0.0461885
21622.8	4612.6	0.846691
21622.8	3558.65	1.32991
23922.8	3558.65	2.30776
23922.8	498.651	3.93541
19538.6	498.651	3.92233
14361.7	512.329	1.26997
8734.43	532.456	1.48201
4865.34	494.752	1.68528
1922.82	498.651	1.06289
2431.73	2832.95	0
3512.78	3469.46	0.033
3376.85	2687.24	0.038
4385.41	2640.82	0.001
4475.67	1104.29	1.629
5422.39	4114.69	0
5436.82	2715.36	0
6804.11	1213.61	1.025
6247.6	4074.56	0.012
7589.43	4091.56	0.069
7871.01	3646.66	0
7793.5	2678.37	0.033
7973.74	1862.15	0.248
7853.76	944.145	0.927
8692.83	1854.67	0.075
8688.16	3306.48	0.011
9336.61	812.729	1.654
10124.7	1820.95	0.121
10143.7	2599.79	0
10546.6	2832.42	0.041
10781.2	2042.62	0.002
11522.2	1778.76	0.399
11504.2	2603.75	0.141
12124.7	4583.24	0.016
12205.5	2730.45	0
12193.1	2135.26	0.001
12846.7	992.81	1.246
12893.8	1896.04	0.046
12889.1	2829.14	0.002
12796.8	3450.84	0.044
12803.5	4265.33	0.003
13627.4	3590.28	0
13550.5	2657.5	0.003
13680.4	1803.18	2.23
13500	585.187	1.983
14287.9	2049.59	0.65
14215	2810.12	0.007
14671.9	3490.31	0.002
14308	4115.9	0.002
14943.3	4401.21	0.007
14909.1	2681.99	0.014
14961.2	1946.78	0.277
14988.5	942.497	0.223
15713.9	2078.96	0.017
15716.1	2647.27	0.012
15695.2	3680.85	0.001
15560.1	4235.57	0.002
16401.3	4234.29	0.002
16245.8	3522.01	0
16386.1	2652.95	0.001
16424.1	2007.02	0.299
16443.8	692.564	0.662
17278	978.533	0.474
17188.3	1885.64	0.488
17200	2920.14	0
17166	3553.51	0.006
17074.8	4725.67	0
17772.4	2635.81	0.002
17874.6	2072.34	2.122
18030.5	1148.62	0.675
18714.7	2072.13	0.112
18681.5	2609.12	0.039
18592.5	3535.47	0
18532.5	4319.06	0.009
19970.8	4019.03	0
20068.9	2811.13	0.1
20051.9	1245.75	5.184
